iter	Passed	Remaining
780	9852	27992
781	9862	27974
782	9874	27958
783	9885	27941
784	9896	27924
785	9908	27908
786	9918	27891
787	9929	27872
788	9939	27853
789	9950	27837
790	9961	27820
791	9973	27804
792	9984	27787
793	9994	27769
794	10006	27754
795	10017	27737
796	10027	27716
797	10037	27697
798	10047	27679
799	10057	27657
800	10067	27638
801	10076	27617
802	10087	27599
803	10099	27584
804	10108	27563
805	10120	27548
806	10131	27531
807	10142	27515
808	10153	27499
809	10164	27481
810	10174	27463
811	10185	27445
812	10196	27427
813	10205	27407
814	10217	27392
815	10230	27381
816	10251	27392
817	10269	27392
818	10287	27396
819	10304	27394
820	10317	27384
821	10333	27379
822	10350	27377
823	10364	27371
824	10381	27368
825	10399	27371
826	10421	27382
827	10435	27373
828	10450	27366
829	10462	27352
830	10473	27335
831	10484	27321
832	10497	27308
833	10524	27334
834	10550	27354
835	10568	27356
836	10586	27358
837	10601	27351
838	10615	27342
839	10631	27338
840	10645	27328
841	10662	27328
842	10675	27316
843	10693	27315
844	10714	27324
845	10727	27314
846	10744	27312
847	10760	27307
848	10774	27299
849	10789	27290
850	10800	27273
851	10813	27261
852	10825	27247
853	10838	27234
854	10853	27229
855	10865	27215
856	10879	27205
857	10893	27195
858	10906	27184
859	10926	27188
860	10943	27186
861	10955	27173
862	10970	27165
863	10987	27162
864	11000	27152
865	11015	27144
866	11035	27148
867	11046	27132
868	11059	27120
869	11074	27113
870	11089	27106
871	11102	27094
872	11119	27091
873	11134	27084
874	11147	27072
875	11162	27065
876	11176	27056
877	11193	27053
878	11209	27047
879	11226	27046
880	11247	27052
881	11332	27213
882	11353	27221
883	11383	27247
884	11405	27258
885	11420	27249
886	11437	27246
887	11452	27237
888	11469	27236
889	11484	27226
890	11500	27220
891	11514	27210
892	11528	27201
893	11540	27185
894	11557	27181
895	11579	27190
896	11598	27192
897	11614	27186
898	11627	27174
899	11643	27169
900	11656	27154
901	11670	27145
902	11684	27135
903	11700	27128
904	11714	27118
905	11731	27113
906	11746	27107
907	11760	27096
908	11775	27086
909	11787	27071
910	11801	27061
911	11815	27051
912	11829	27041
913	11846	27036
914	11860	27026
915	11874	27016
916	11886	27001
917	11901	26991
918	11918	26987
919	11939	26994
920	11960	26997
921	11976	26993
922	11991	26983
923	12007	26978
924	12024	26973
925	12078	27053
926	12129	27125
927	12172	27177
928	12192	27179
929	12206	27169
930	12226	27171
931	12242	27165
932	12257	27155
933	12272	27146
934	12287	27137
935	12304	27133
936	12323	27133
937	12341	27129
938	12359	27127
939	12376	27123
940	12393	27119
941	12410	27113
942	12424	27102
943	12439	27092
944	12451	27077
945	12462	27059
946	12473	27042
947	12485	27024
948	12495	27004
949	12506	26987
950	12516	26968
951	12527	26950
952	12539	26933
953	12550	26916
954	12561	26898
955	12572	26879
956	12582	26860
957	12592	26840
958	12603	26824
959	12614	26805
960	12624	26785
961	12636	26770
962	12648	26754
963	12658	26734
964	12670	26718
965	12682	26704
966	12693	26686
967	12704	26667
968	12715	26651
969	12726	26634
970	12736	26614
971	12747	26597
972	12759	26580
973	12769	26560
974	12781	26546
975	12791	26526
976	12802	26508
977	12812	26490
978	12823	26472
979	12834	26454
980	12844	26436
981	12856	26419
982	12866	26400
983	12876	26381
984	12891	26371
985	12910	26371
986	12926	26363
987	12943	26358
988	12958	26350
989	12970	26334
990	12983	26319
991	12996	26306
992	13010	26295
993	13022	26280
994	13033	26263
995	13046	26249
996	13062	26243
997	13076	26231
998	13090	26220
999	13105	26211
1000	13120	26200
1001	13130	26182
1002	13145	26172
1003	13166	26176
1004	13181	26166
1005	13203	26170
1006	13221	26167
1007	13236	26157
1008	13249	26143
1009	13264	26134
1010	13280	26126
1011	13305	26138
1012	13327	26142
1013	13343	26134
1014	13360	26127
1015	13376	26121
1016	13394	26117
1017	13408	26106
1018	13423	26096
1019	13436	26083
1020	13450	26071
1021	13465	26061
1022	13480	26052
1023	13494	26040
1024	13522	26054
1025	13539	26050
1026	13566	26062
1027	13589	26068
1028	13614	26077
1029	13704	26211
1030	13726	26214
1031	13756	26233
1032	13769	26219
1033	13782	26204
1034	13796	26193
1035	13812	26184
1036	13826	26173
1037	13840	26160
1038	13853	26147
1039	13865	26130
1040	13880	26120
1041	13895	26110
1042	13909	26099
1043	13922	26084
1044	13938	26076
1045	13951	26061
1046	13963	26046
1047	13977	26034
1048	13992	26024
1049	14008	26014
1050	14022	26004
1051	14038	25994
1052	14054	25986
1053	14071	25980
1054	14086	25969
1055	14100	25957
1056	14112	25941
1057	14126	25929
1058	14140	25918
1059	14154	25905
1060	14168	25893
1061	14183	25883
1062	14197	25870
1063	14218	25871
1064	14234	25861
1065	14258	25867
1066	14304	25914
1067	14361	25979
1068	14382	25979
1069	14405	25983
1070	14438	26004
1071	14472	26028
1072	14574	26174
1073	14589	26163
1074	14629	26197
1075	14645	26187
1076	14661	26177
1077	14677	26169
1078	14694	26161
1079	14713	26158
1080	14728	26146
1081	14741	26131
1082	14751	26112
1083	14762	26093
1084	14772	26073
1085	14782	26053
1086	14794	26036
1087	14804	26016
1088	14814	25997
1089	14825	25977
1090	14834	25956
1091	14845	25938
1092	14857	25922
1093	14868	25903
1094	14879	25885
1095	14890	25867
1096	14899	25847
1097	14911	25829
1098	14921	25810
1099	14933	25793
1100	14945	25777
1101	14956	25760
1102	14971	25748
1103	14985	25736
1104	14999	25722
1105	15012	25707
1106	15022	25689
1107	15034	25672
1108	15045	25654
1109	15057	25637
1110	15068	25619
1111	15078	25601
1112	15090	25584
1113	15101	25566
1114	15111	25547
1115	15122	25528
1116	15133	25512
1117	15144	25493
1118	15154	25474
1119	15165	25456
1120	15175	25436
1121	15185	25418
1122	15197	25401
1123	15208	25383
1124	15219	25365
1125	15229	25346
1126	15241	25329
1127	15252	25311
1128	15262	25293
1129	15273	25276
1130	15286	25260
1131	15297	25243
1132	15307	25224
1133	15319	25208
1134	15331	25191
1135	15341	25172
1136	15352	25155
1137	15362	25136
1138	15372	25117
1139	15383	25098
1140	15394	25081
1141	15406	25065
1142	15417	25048
1143	15428	25031
1144	15439	25012
1145	15450	24995
1146	15461	24978
1147	15471	24959
1148	15483	24943
1149	15494	24926
1150	15505	24907
1151	15516	24890
1152	15527	24874
1153	15542	24862
1154	15569	24871
1155	15593	24874
1156	15618	24879
1157	15638	24875
1158	15662	24878
1159	15681	24874
1160	15710	24885
1161	15732	24884
1162	15755	24887
1163	15777	24885
1164	15796	24881
1165	15817	24879
1166	15835	24872
1167	15855	24870
1168	15877	24869
1169	15894	24861
1170	15909	24849
1171	15924	24837
1172	15939	24826
1173	15954	24814
1174	15967	24801
1175	15982	24789
1176	15999	24780
1177	16022	24782
1178	16040	24775
1179	16057	24766
1180	16072	24754
1181	16091	24750
1182	16106	24737
1183	16127	24736
1184	16147	24732
1185	16172	24736
1186	16192	24732
1187	16207	24720
1188	16222	24709
1189	16238	24698
1190	16256	24692
1191	16271	24679
1192	16286	24669
1193	16306	24664
1194	16321	24653
1195	16355	24669
1196	16388	24685
1197	16418	24695
1198	16437	24690
1199	16459	24689
1200	16503	24720
1201	16525	24719
1202	16556	24730
1203	16576	24727
1204	16606	24737
1205	16625	24731
1206	16643	24723
1207	16670	24730
1208	16689	24723
1209	16715	24728
1210	16736	24724
1211	16754	24717
1212	16772	24709
1213	16789	24700
1214	16812	24699
1215	16838	24703
1216	16854	24693
1217	16871	24683
1218	16897	24688
1219	16914	24679
1220	16935	24674
1221	16956	24671
1222	16971	24659
1223	17001	24669
1224	17019	24660
1225	17039	24656
1226	17132	24756
1227	17156	24757
1228	17198	24782
1229	17217	24776
1230	17243	24779
1231	17260	24770
1232	17279	24763
1233	17297	24754
1234	17312	24742
1235	17330	24733
1236	17347	24724
1237	17363	24713
1238	17381	24703
1239	17397	24693
1240	17415	24684
1241	17447	24696
1242	17492	24726
1243	17508	24714
1244	17526	24706
1245	17543	24695
1246	17562	24688
1247	17580	24680
1248	17599	24673
1249	17623	24673
1250	17640	24663
1251	17660	24656
1252	17674	24642
1253	17691	24633
1254	17710	24624
1255	17726	24614
1256	17749	24611
1257	17776	24615
1258	17811	24630
1259	17828	24620
1260	17846	24611
1261	17862	24600
1262	17879	24590
1263	17896	24579
1264	17911	24566
1265	17925	24552
1266	17941	24539
1267	17958	24529
1268	17974	24518
1269	17991	24507
1270	18007	24496
1271	18024	24486
1272	18041	24475
1273	18057	24463
1274	18073	24452
1275	18092	24444
1276	18125	24455
1277	18144	24447
1278	18159	24435
1279	18175	24423
1280	18191	24411
1281	18208	24400
1282	18228	24394
1283	18243	24381
1284	18259	24369
1285	18273	24355
1286	18295	24351
1287	18314	24343
1288	18332	24334
1289	18350	24325
1290	18368	24316
1291	18385	24304
1292	18403	24296
1293	18430	24298
1294	18449	24291
1295	18465	24278
1296	18482	24268
1297	18497	24254
1298	18511	24240
1299	18528	24229
1300	18544	24217
1301	18559	24204
1302	18574	24190
1303	18591	24180
1304	18608	24169
1305	18626	24160
1306	18642	24148
1307	18661	24140
1308	18681	24133
1309	18701	24125
1310	18730	24131
1311	18748	24121
1312	18765	24110
1313	18781	24098
1314	18795	24084
1315	18815	24077
1316	18833	24067
1317	18852	24059
1318	18865	24043
1319	18883	24033
1320	18898	24020
1321	18912	24005
1322	18926	23991
1323	18944	23980
1324	18959	23967
1325	18974	23953
1326	18989	23940
1327	19001	23923
1328	19014	23907
1329	19028	23892
1330	19044	23880
1331	19058	23866
1332	19074	23853
1333	19089	23840
1334	19104	23827
1335	19128	23824
1336	19144	23812
1337	19159	23799
1338	19179	23791
1339	19196	23780
1340	19220	23777
1341	19237	23767
1342	19255	23756
1343	19271	23744
1344	19286	23731
1345	19302	23719
1346	19321	23710
1347	19341	23702
1348	19360	23695
1349	19382	23690
1350	19397	23676
1351	19412	23662
1352	19428	23650
1353	19447	23642
1354	19464	23630
1355	19484	23622
1356	19502	23613
1357	19522	23605
1358	19538	23592
1359	19556	23583
1360	19575	23573
1361	19588	23557
1362	19603	23544
1363	19619	23531
1364	19638	23522
1365	19661	23519
1366	19757	23601
1367	19776	23592
1368	19817	23610
1369	19833	23597
1370	19849	23584
1371	19863	23569
1372	19876	23554
1373	19891	23539
1374	19902	23520
1375	19915	23505
1376	19934	23495
1377	19950	23483
1378	19968	23473
1379	19995	23473
1380	20021	23471
1381	20042	23464
1382	20060	23454
1383	20076	23441
1384	20092	23428
1385	20108	23416
1386	20129	23409
1387	20145	23396
1388	20161	23383
1389	20177	23371
1390	20193	23358
1391	20207	23342
1392	20221	23327
1393	20236	23313
1394	20251	23300
1395	20263	23282
1396	20279	23269
1397	20305	23269
1398	20329	23264
1399	20344	23250
1400	20361	23239
1401	20380	23229
1402	20398	23218
1403	20417	23209
1404	20437	23200
1405	20457	23193
1406	20473	23180
1407	20493	23171
1408	20517	23167
1409	20540	23162
1410	20561	23155
1411	20578	23143
1412	20596	23132
1413	20608	23115
1414	20622	23099
1415	20635	23084
1416	20648	23067
1417	20661	23051
1418	20673	23033
1419	20687	23018
1420	20701	23003
1421	20713	22986
1422	20730	22973
1423	20751	22966
1424	20764	22950
1425	20779	22936
1426	20793	22920
1427	20805	22903
1428	20819	22888
1429	20851	22892
1430	20868	22881
1431	20885	22869
1432	20900	22854
1433	20914	22839
1434	20927	22823
1435	20941	22808
1436	20954	22791
1437	20966	22774
1438	20980	22759
1439	20996	22746
1440	21009	22729
1441	21023	22714
1442	21036	22698
1443	21050	22682
1444	21064	22668
1445	21079	22653
1446	21094	22639
1447	21108	22624
1448	21122	22609
1449	21137	22594
1450	21207	22639
1451	21236	22640
1452	21249	22623
1453	21282	22629
1454	21294	22611
1455	21309	22597
1456	21323	22581
1457	21336	22566
1458	21349	22549
1459	21360	22531
1460	21373	22514
1461	21388	22500
1462	21402	22484
1463	21416	22469
1464	21430	22454
1465	21443	22438
1466	21458	22423
1467	21473	22409
1468	21486	22393
1469	21500	22377
1470	21511	22359
1471	21526	22345
1472	21541	22331
1473	21556	22317
1474	21571	22303
1475	21584	22286
1476	21605	22277
1477	21624	22268
1478	21645	22260
1479	21664	22250
1480	21681	22237
1481	21695	22222
1482	21708	22206
1483	21723	22191
1484	21740	22179
1485	21763	22173
1486	21782	22163
1487	21796	22148
1488	21814	22136
1489	21833	22126
1490	21848	22112
1491	21862	22097
1492	21880	22085
1493	21895	22071
1494	21910	22057
1495	21929	22046
1496	21944	22032
1497	21961	22020
1498	21977	22007
1499	22002	22002
1500	22024	21995
1501	22044	21985
1502	22063	21974
1503	22096	21978
1504	22109	21962
1505	22124	21948
1506	22138	21933
1507	22156	21921
1508	22173	21908
1509	22189	21895
1510	22201	21878
1511	22218	21865
1512	22232	21850
1513	22249	21837
1514	22269	21828
1515	22284	21813
1516	22299	21799
1517	22313	21784
1518	22328	21770
1519	22342	21755
1520	22358	21740
1521	22371	21724
1522	22385	21709
1523	22399	21693
1524	22413	21678
1525	22427	21662
1526	22440	21646
1527	22454	21631
1528	22468	21616
1529	22480	21599
1530	22497	21586
1531	22515	21574
1532	22528	21558
1533	22543	21544
1534	22558	21529
1535	22573	21515
1536	22586	21498
1537	22602	21485
1538	22618	21472
1539	22632	21456
1540	22644	21439
1541	22658	21424
1542	22674	21410
1543	22690	21396
1544	22706	21384
1545	22722	21369
1546	22737	21355
1547	22752	21341
1548	22768	21328
1549	22783	21313
1550	22797	21298
1551	22811	21282
1552	22823	21265
1553	22837	21250
1554	22851	21235
1555	22865	21219
1556	22879	21204
1557	22892	21188
1558	22911	21176
1559	22928	21165
1560	22952	21158
1561	22970	21146
1562	22985	21132
1563	23003	21120
1564	23023	21110
1565	23038	21096
1566	23053	21082
1567	23070	21069
1568	23086	21055
1569	23103	21042
1570	23121	21031
1571	23142	21022
1572	23158	21009
1573	23172	20993
1574	23184	20976
1575	23197	20960
1576	23209	20943
1577	23221	20925
1578	23232	20907
1579	23246	20892
1580	23260	20877
1581	23274	20861
1582	23286	20844
1583	23297	20826
1584	23310	20809
1585	23324	20794
1586	23337	20778
1587	23385	20794
1588	23415	20792
1589	23427	20775
1590	23454	20771
1591	23466	20754
1592	23477	20736
1593	23490	20719
1594	23502	20702
1595	23512	20684
1596	23524	20666
1597	23535	20648
1598	23546	20630
1599	23557	20612
1600	23568	20595
1601	23579	20577
1602	23590	20559
1603	23601	20540
1604	23610	20521
1605	23623	20504
1606	23635	20487
1607	23646	20470
1608	23656	20451
1609	23667	20433
1610	23677	20414
1611	23688	20396
1612	23698	20378
1613	23709	20359
1614	23720	20342
1615	23731	20324
1616	23741	20305
1617	23753	20288
1618	23764	20271
1619	23776	20253
1620	23786	20235
1621	23798	20218
1622	23808	20199
1623	23818	20181
1624	23830	20163
1625	23840	20145
1626	23851	20128
1627	23862	20109
1628	23872	20091
1629	23883	20073
1630	23893	20055
1631	23904	20037
1632	23916	20021
1633	23927	20003
1634	23938	19985
1635	23949	19967
1636	23960	19949
1637	23970	19931
1638	23981	19914
1639	23992	19896
1640	24002	19877
1641	24013	19860
1642	24024	19842
1643	24034	19824
1644	24044	19805
1645	24059	19790
1646	24073	19776
1647	24085	19759
1648	24098	19743
1649	24111	19727
1650	24124	19711
1651	24136	19694
1652	24148	19677
1653	24160	19661
1654	24174	19646
1655	24193	19635
1656	24215	19626
1657	24243	19623
1658	24262	19612
1659	24278	19598
1660	24293	19583
1661	24307	19568
1662	24321	19553
1663	24333	19537
1664	24346	19521
1665	24361	19506
1666	24375	19491
1667	24389	19476
1668	24405	19462
1669	24417	19445
1670	24430	19430
