iter	RMSE
340	34561.19982
341	34539.06288
342	34516.49708
343	34491.67856
344	34461.99815
345	34434.4229
346	34400.44201
347	34380.14442
348	34352.35455
349	34319.45245
350	34299.58966
351	34277.039
352	34225.61819
353	34199.82973
354	34181.09353
355	34150.90624
356	34120.92065
357	34101.53708
358	34070.83386
359	34050.73667
360	34029.85156
361	34007.25622
362	33981.969
363	33960.87516
364	33931.19277
365	33908.99642
366	33885.22915
367	33861.32771
368	33838.02084
369	33820.09008
370	33774.53984
371	33747.57945
372	33713.97304
373	33697.99757
374	33672.17075
375	33655.3885
376	33635.51078
377	33607.8503
378	33558.87971
379	33535.32957
380	33522.83526
381	33501.10315
382	33472.17347
383	33447.34805
384	33425.21956
385	33401.06957
386	33379.09846
387	33337.83858
388	33317.24484
389	33293.32817
390	33261.44207
391	33242.99888
392	33227.20712
393	33208.34084
394	33190.13276
395	33167.53604
396	33145.21758
397	33124.5031
398	33099.39666
399	33084.15268
400	33069.09318
401	33040.37911
402	33015.02516
403	32994.71047
404	32972.66138
405	32955.21338
406	32930.35823
407	32914.41436
408	32886.95477
409	32864.29625
410	32844.23974
411	32824.57084
412	32790.00239
413	32777.89803
414	32762.72361
415	32736.32098
416	32712.74515
417	32689.56515
418	32669.99653
419	32651.94409
420	32634.52523
421	32619.02277
422	32600.36367
423	32582.6475
424	32556.8172
425	32542.31519
426	32518.17945
427	32499.44723
428	32481.22707
429	32456.06971
430	32431.51662
431	32412.20569
432	32392.15382
433	32371.98894
434	32355.93198
435	32339.07753
436	32320.07815
437	32304.91275
438	32272.64607
439	32254.09465
440	32234.12791
441	32212.93367
442	32193.212
443	32174.21466
444	32157.58953
445	32120.60019
446	32098.05348
447	32082.99966
448	32058.25223
449	32040.77197
450	32021.33078
451	32004.28749
452	31986.86492
453	31959.75146
454	31935.34448
455	31911.57512
456	31889.54887
457	31869.38571
458	31847.30761
459	31832.84714
460	31822.92371
461	31811.09601
462	31787.69179
463	31776.37794
464	31755.15683
465	31732.96839
466	31718.57517
467	31699.3034
468	31682.23619
469	31667.73083
470	31641.48715
471	31609.43244
472	31592.7796
473	31576.58889
474	31557.93199
475	31525.29776
476	31509.21946
477	31492.91897
478	31473.3544
479	31449.68089
480	31432.9162
481	31417.58401
482	31396.36649
483	31369.65182
484	31353.03149
485	31337.19888
486	31319.66378
487	31301.49265
488	31277.51598
489	31266.09228
490	31248.30722
491	31232.78004
492	31218.18212
493	31205.6677
494	31188.77245
495	31164.13315
496	31145.64448
497	31130.72724
498	31108.43399
499	31092.27955
500	31075.27533
501	31063.66592
502	31049.15954
503	31032.16547
504	31019.64324
505	31001.01176
506	30968.42238
507	30948.12379
508	30930.84679
509	30918.6328
510	30900.2711
511	30883.13878
512	30857.30685
513	30843.28823
514	30827.66956
515	30807.00383
516	30785.58684
517	30770.56188
518	30745.0803
519	30731.3087
520	30712.91416
521	30691.27104
522	30677.90826
523	30659.08108
524	30642.77405
525	30625.88489
526	30605.46736
527	30591.81201
528	30573.44366
529	30552.59856
530	30539.19518
531	30514.71237
532	30499.90735
533	30490.3686
534	30473.06905
535	30456.35609
536	30436.00858
537	30418.17424
538	30406.37612
539	30394.11753
540	30373.09199
541	30358.08257
542	30334.25774
543	30322.93494
544	30311.0604
545	30294.14891
546	30279.76497
547	30263.83336
548	30242.77016
549	30229.67649
550	30214.37839
551	30204.67894
552	30186.11614
553	30173.44021
554	30156.06172
555	30144.2708
556	30124.72783
557	30109.72326
558	30090.44429
559	30077.04499
560	30056.08575
561	30039.76848
562	30024.83522
563	30006.30241
564	29991.71708
565	29975.75792
566	29957.26466
567	29938.55316
568	29921.98783
569	29905.90464
570	29898.10603
571	29881.10379
572	29863.59918
573	29849.31226
574	29835.47979
575	29820.44263
576	29806.58402
577	29779.24094
578	29761.75392
579	29748.82223
580	29735.50346
581	29721.16059
582	29705.11385
583	29690.34114
584	29673.79621
585	29666.69408
586	29655.02065
587	29639.23506
588	29623.49156
589	29609.64747
590	29581.45682
591	29565.20593
592	29547.17105
593	29535.73541
594	29521.5717
595	29504.21054
596	29491.3746
597	29480.6265
598	29465.35896
599	29447.13862
600	29434.86158
601	29420.83141
602	29402.78704
603	29390.75319
604	29370.26589
605	29348.95886
606	29331.25022
607	29315.49219
608	29303.78939
609	29293.19887
610	29274.27893
611	29251.61116
612	29236.44488
613	29222.74107
614	29205.29485
615	29194.03034
616	29177.69336
617	29168.1869
618	29154.91749
619	29139.76301
620	29125.72439
621	29107.80976
622	29095.4406
623	29082.82076
624	29069.25739
625	29056.18844
626	29043.62262
627	29037.32858
628	29025.89015
629	29015.23171
630	28998.53368
631	28988.14598
632	28974.79537
633	28965.32051
634	28952.27698
635	28942.27033
636	28928.57483
637	28910.99227
638	28889.53982
639	28869.41232
640	28857.51168
641	28848.92715
642	28829.36819
643	28814.68523
644	28798.02008
645	28783.92677
646	28773.28464
647	28756.56376
648	28741.1259
649	28725.68833
650	28712.25501
651	28699.66738
652	28682.74802
653	28670.33486
654	28652.15681
655	28643.52237
656	28629.96106
657	28616.432
658	28602.20497
659	28578.54155
660	28566.92383
661	28554.41143
662	28541.84063
663	28527.32861
664	28518.31261
665	28502.655
666	28486.10867
667	28477.60596
668	28465.62726
669	28446.28214
670	28430.30483
671	28415.63981
672	28404.45459
673	28393.83503
674	28372.81126
675	28359.90617
676	28348.40001
677	28336.31077
678	28326.86969
679	28311.07711
680	28299.48707
681	28288.57347
682	28276.23333
683	28259.09332
684	28247.91123
685	28237.5753
686	28225.80061
687	28205.96089
688	28188.09842
689	28168.01217
690	28149.06462
691	28132.19509
692	28121.09875
693	28105.71108
694	28085.02345
695	28070.23153
696	28062.378
697	28053.88975
698	28044.91779
699	28031.50313
700	28013.70822
701	27998.86269
702	27985.12436
703	27966.36151
704	27951.11894
705	27937.02442
706	27922.76844
707	27912.71263
708	27903.71265
709	27891.68519
710	27879.39723
711	27870.76174
712	27856.15191
713	27840.48911
714	27828.14967
715	27813.60033
716	27802.80528
717	27789.57404
718	27776.84358
719	27759.98717
720	27749.2301
721	27734.69746
722	27725.66055
723	27713.8075
724	27700.67805
725	27686.5945
726	27666.5904
727	27646.45407
728	27630.4261
729	27619.65585
730	27611.02592
731	27601.31578
732	27592.84897
733	27577.36482
734	27568.86748
735	27558.53122
736	27544.4151
737	27536.09605
738	27515.96001
739	27502.92841
740	27486.10293
741	27473.8704
742	27458.06634
743	27441.07312
744	27430.81553
745	27422.24084
746	27412.38301
747	27403.3965
748	27393.44357
749	27383.95338
750	27367.68914
751	27358.38152
752	27347.14926
753	27338.66211
754	27326.23919
755	27314.01626
756	27299.53154
757	27291.87053
758	27283.4192
759	27269.85944
760	27259.08304
761	27249.15088
762	27238.76619
763	27231.43764
764	27219.18506
765	27209.78913
766	27200.76571
767	27187.08733
768	27165.44874
769	27156.61935
770	27141.32931
771	27128.08207
772	27113.70697
773	27104.06854
774	27094.94917
775	27082.56571
776	27068.78492
777	27058.50257
778	27042.75184
779	27023.70051
780	27015.47332
781	27004.45771
782	26996.38897
783	26985.97537
784	26974.60321
785	26956.03139
786	26942.03831
787	26931.86527
788	26918.17082
789	26902.64223
790	26883.8214
791	26873.842
792	26863.39795
793	26853.58227
794	26832.83983
795	26821.11819
796	26809.91245
797	26791.75622
798	26781.53183
799	26766.55678
800	26751.12911
801	26738.91404
802	26727.6691
803	26714.91294
804	26707.42302
805	26690.93792
806	26670.23429
807	26658.40452
808	26646.51868
809	26635.02223
810	26627.26275
811	26620.34231
812	26606.64425
813	26593.16568
814	26577.17974
815	26563.60006
816	26548.14264
817	26539.1844
818	26526.87371
819	26518.7952
820	26512.10206
821	26495.39992
822	26485.55975
823	26474.94363
824	26465.40145
825	26456.37319
826	26441.28483
827	26433.49978
828	26422.91747
829	26414.22546
830	26404.54033
831	26393.39758
832	26384.16799
833	26375.16152
834	26364.96895
835	26356.05819
836	26338.24631
837	26322.01935
838	26307.9087
839	26302.30402
840	26292.36865
841	26278.23095
842	26270.41207
843	26256.44385
844	26243.35147
845	26232.29378
846	26220.60552
847	26203.56787
848	26195.35323
849	26184.83784
850	26178.20714
851	26165.44727
852	26155.59608
853	26147.79144
854	26138.0622
855	26124.52475
856	26117.98136
857	26109.49976
858	26094.20321
859	26076.6402
860	26063.95924
861	26047.32608
862	26034.43935
863	26023.14732
864	26005.41529
865	25995.15714
866	25986.3079
867	25973.85401
868	25966.27488
869	25959.10515
870	25944.35466
871	25934.98373
872	25926.22464
873	25913.58826
874	25905.72931
875	25894.31745
876	25883.63521
877	25869.04591
878	25860.89982
879	25849.53119
880	25834.69555
881	25815.21636
882	25806.95268
883	25795.87635
884	25786.09547
885	25773.21341
886	25758.7874
887	25751.27997
888	25737.31419
889	25726.67962
890	25713.63106
891	25704.26463
892	25692.30637
893	25681.88946
894	25673.14107
895	25661.6569
896	25654.52815
897	25645.95497
898	25635.83124
899	25623.46877
900	25611.12561
901	25599.80082
902	25591.13143
903	25579.87428
904	25570.49189
905	25555.52566
906	25545.94182
907	25532.64227
908	25520.882
909	25507.59285
910	25497.35196
911	25489.62777
912	25475.37449
913	25468.94942
914	25456.54988
915	25442.36047
916	25431.62979
917	25419.08057
918	25411.03166
919	25397.03373
920	25386.79452
921	25374.00248
922	25366.93274
923	25356.07038
924	25349.65674
925	25341.52396
926	25327.77864
927	25319.24861
928	25312.71418
929	25301.22433
930	25290.19415
931	25283.14552
932	25272.21864
933	25258.81661
934	25248.42177
935	25239.43726
936	25229.92851
937	25221.94367
938	25209.73856
939	25201.44829
940	25192.56546
941	25182.88529
942	25175.0557
943	25168.51324
944	25154.23384
945	25143.75553
946	25132.58917
947	25125.71371
948	25116.96874
949	25110.0621
950	25096.17618
951	25087.17174
952	25078.63824
953	25068.67866
954	25061.16431
955	25054.90964
956	25048.46198
957	25039.05765
958	25031.16088
959	25021.61727
960	25004.53378
961	24998.57133
962	24986.78256
963	24980.28324
964	24969.1063
965	24960.02351
966	24951.68743
967	24941.6527
968	24933.23205
969	24922.95093
970	24913.26226
971	24906.6625
972	24898.39124
973	24888.52418
974	24875.67439
975	24867.36484
976	24856.92013
977	24847.01525
978	24834.87914
979	24823.79491
980	24819.36982
981	24809.51429
982	24799.29694
983	24788.90689
984	24780.43101
985	24771.9447
986	24764.64292
987	24757.09642
988	24742.07406
989	24733.1653
990	24721.917
991	24716.74676
992	24707.48721
993	24697.74404
994	24685.01127
995	24678.97377
996	24668.54808
997	24653.00824
998	24642.35275
999	24635.46423
1000	24629.41542
1001	24618.63224
1002	24610.22096
1003	24599.47063
1004	24589.68318
1005	24581.3332
1006	24573.67525
1007	24563.64608
1008	24554.12742
1009	24542.34268
1010	24536.36941
1011	24526.73333
1012	24517.72414
1013	24509.16059
1014	24503.23355
1015	24498.34431
1016	24490.48305
1017	24484.49083
1018	24476.18768
1019	24466.26737
1020	24457.11079
1021	24443.46201
1022	24434.37224
1023	24420.99742
1024	24411.52355
1025	24398.57499
1026	24386.00311
1027	24379.58367
1028	24365.27448
1029	24356.72485
1030	24352.00574
1031	24347.57321
1032	24339.94211
1033	24331.51186
1034	24323.18052
1035	24314.87926
1036	24305.07841
1037	24295.47813
1038	24289.76225
1039	24279.13411
1040	24272.62156
1041	24261.90485
1042	24251.12613
1043	24240.72533
1044	24233.7454
1045	24220.98718
1046	24211.06677
1047	24200.13624
1048	24190.36108
1049	24181.57861
1050	24174.67362
1051	24165.61636
1052	24155.84529
1053	24145.96911
1054	24136.96053
1055	24127.529
1056	24115.3035
1057	24108.62059
1058	24099.33501
1059	24093.15307
1060	24085.68767
1061	24078.28332
1062	24066.17924
1063	24058.75263
1064	24047.64364
1065	24037.68594
1066	24034.01602
1067	24024.68338
1068	24013.05387
1069	24003.10083
1070	23996.08552
1071	23982.20424
1072	23976.31315
1073	23969.34486
1074	23959.8539
1075	23950.33815
1076	23940.57144
1077	23931.20702
1078	23919.05229
1079	23907.71498
1080	23900.47697
1081	23889.26709
1082	23880.0161
1083	23873.87103
1084	23868.97668
1085	23851.55791
1086	23845.65743
1087	23839.91723
1088	23830.39647
1089	23821.15228
1090	23814.9858
1091	23809.69098
1092	23801.29796
1093	23792.10298
1094	23780.82953
1095	23771.79663
1096	23766.06945
1097	23756.08432
1098	23748.93502
1099	23742.05553
1100	23730.8299
1101	23723.20376
1102	23714.82338
1103	23707.72573
1104	23691.89875
1105	23683.73925
1106	23674.99772
1107	23661.12432
1108	23652.76837
1109	23644.04504
1110	23630.5011
1111	23617.0898
1112	23606.54137
1113	23595.72507
1114	23584.00035
1115	23570.47776
1116	23558.3963
1117	23550.98212
1118	23542.74071
1119	23531.54434
1120	23517.51769
1121	23507.17255
1122	23495.04326
1123	23483.19167
1124	23473.355
1125	23470.11301
1126	23458.59587
1127	23447.33258
1128	23439.63157
1129	23431.7476
1130	23422.99673
1131	23413.94133
1132	23407.16578
1133	23397.89743
1134	23386.79047
1135	23382.03482
1136	23371.97998
1137	23366.49537
1138	23362.70577
1139	23357.29435
1140	23351.00314
1141	23341.26158
1142	23335.76032
1143	23325.43787
1144	23315.29092
1145	23308.62407
1146	23293.05311
1147	23286.93039
1148	23274.20664
1149	23265.46055
1150	23252.59626
1151	23240.88378
1152	23234.5145
1153	23227.46603
1154	23215.63432
1155	23207.25105
1156	23198.10496
1157	23187.80599
1158	23177.72407
1159	23171.22502
1160	23162.84502
1161	23154.71376
1162	23147.35252
1163	23135.42081
1164	23128.63167
1165	23118.87165
1166	23109.35097
1167	23101.6259
1168	23090.0068
1169	23082.83648
1170	23075.67154
1171	23069.51594
1172	23061.46139
1173	23054.13488
1174	23049.87403
1175	23039.43063
1176	23029.54602
1177	23023.0533
1178	23016.70518
1179	23009.75341
1180	23002.06141
1181	22995.69624
1182	22991.13121
1183	22984.16384
1184	22977.44895
1185	22963.52852
1186	22955.17255
1187	22947.04347
1188	22939.45388
1189	22933.54911
1190	22926.28557
1191	22913.6272
1192	22905.09946
1193	22896.41178
1194	22889.70467
1195	22880.96805
1196	22867.4691
1197	22859.78044
1198	22854.23313
1199	22848.11899
1200	22840.04355
1201	22830.26706
1202	22820.85079
1203	22815.11876
1204	22808.43105
1205	22795.80995
1206	22789.43825
1207	22778.10858
1208	22771.61557
1209	22762.14144
1210	22754.7768
1211	22745.03731
1212	22735.63412
1213	22728.05493
1214	22720.59918
1215	22710.71378
1216	22700.45631
1217	22689.53654
1218	22679.61562
1219	22673.2133
1220	22667.5594
1221	22658.86472
1222	22653.38633
1223	22648.59846
1224	22643.0972
1225	22634.78179
1226	22628.72161
1227	22623.43058
1228	22614.19825
1229	22602.26099
1230	22594.52571
1231	22585.25431
1232	22577.22814
1233	22567.36242
1234	22561.57221
1235	22557.53402
1236	22549.85955
1237	22541.40194
1238	22532.63615
1239	22522.11337
1240	22516.42476
1241	22504.443
1242	22498.49388
1243	22494.50537
1244	22486.34786
1245	22477.06352
1246	22468.90416
1247	22461.77353
1248	22453.78364
1249	22446.34609
1250	22437.31093
1251	22428.66543
1252	22424.65893
1253	22413.79064
1254	22406.84839
1255	22398.02119
1256	22390.25209
1257	22382.95048
1258	22379.84401
1259	22373.33437
1260	22365.79483
1261	22359.25868
1262	22351.31043
1263	22342.99581
1264	22337.40099
1265	22331.00601
1266	22321.75862
1267	22313.32509
1268	22304.48413
1269	22296.76049
1270	22287.85675
1271	22282.77185
1272	22274.1384
1273	22264.62189
1274	22259.29599
1275	22255.013
1276	22249.79132
1277	22237.17313
1278	22228.77786
1279	22219.68612
1280	22212.57559
1281	22201.92018
1282	22192.64312
1283	22187.7734
1284	22176.61916
1285	22164.18933
1286	22153.63961
1287	22145.56696
1288	22137.75641
1289	22133.44208
1290	22123.72853
1291	22112.71697
1292	22106.86201
1293	22100.32875
1294	22092.88375
1295	22085.22393
1296	22078.70375
1297	22070.15579
1298	22063.27381
1299	22053.73291
1300	22047.31609
1301	22041.32612
1302	22036.25561
1303	22028.06866
1304	22022.74924
1305	22016.48151
1306	22007.15059
1307	21995.83594
1308	21987.54035
1309	21982.44787
1310	21974.06928
1311	21964.70189
1312	21952.83016
1313	21945.14265
1314	21936.06652
1315	21928.02176
1316	21918.44002
1317	21912.90192
1318	21903.64715
1319	21894.66748
1320	21888.28221
1321	21881.97765
1322	21875.72414
1323	21865.39066
1324	21858.24843
1325	21847.50217
1326	21840.20663
1327	21837.49904
1328	21829.10246
1329	21821.06056
1330	21811.3962
1331	21800.26625
1332	21794.92897
1333	21789.32691
1334	21776.31371
1335	21766.4113
1336	21760.34675
1337	21750.48157
1338	21746.76998
1339	21741.23446
1340	21734.52912
1341	21729.11255
1342	21720.13308
1343	21713.90062
1344	21709.30934
1345	21704.22629
1346	21696.03248
1347	21683.75707
1348	21675.69334
1349	21664.89296
1350	21658.61974
1351	21650.42666
1352	21642.17143
1353	21634.1047
1354	21627.01802
1355	21624.16428
1356	21618.21282
1357	21609.88052
1358	21601.27715
1359	21594.6956
1360	21587.44923
1361	21581.08999
1362	21575.13299
1363	21568.87146
1364	21556.80641
1365	21550.0353
1366	21546.03519
1367	21537.82788
1368	21530.74397
1369	21518.38772
1370	21515.03611
1371	21510.29712
1372	21502.33761
1373	21491.73729
1374	21485.96755
1375	21478.99472
1376	21467.79733
1377	21462.1736
1378	21451.69306
1379	21446.76322
1380	21440.87069
1381	21433.79519
1382	21425.92801
1383	21417.95001
1384	21411.35044
1385	21405.15318
1386	21395.47383
1387	21389.79923
1388	21381.65545
1389	21375.49432
1390	21366.61016
1391	21363.88698
1392	21359.23267
1393	21352.30883
1394	21343.72421
1395	21336.24816
1396	21327.76098
1397	21322.35594
1398	21314.99638
1399	21305.29418
1400	21298.64458
1401	21288.31369
1402	21281.29693
1403	21275.09869
1404	21264.92303
1405	21257.93266
1406	21251.42088
1407	21244.3101
1408	21235.55636
1409	21227.51084
1410	21222.10218
1411	21207.3407
1412	21200.94635
1413	21195.76096
1414	21189.86426
1415	21186.10681
1416	21181.34106
1417	21177.96372
1418	21169.90333
1419	21163.14075
1420	21158.76389
1421	21154.26573
1422	21145.7345
1423	21137.49725
1424	21132.48255
1425	21124.03171
1426	21120.48792
1427	21112.40849
1428	21106.26366
1429	21095.26336
1430	21084.04826
1431	21078.64819
1432	21070.40294
1433	21062.30409
1434	21055.48556
1435	21042.78763
1436	21032.91898
1437	21024.36661
1438	21017.9673
1439	21010.18329
1440	21003.85029
1441	20998.13592
1442	20990.48717
1443	20983.00931
1444	20977.61262
1445	20967.76245
1446	20959.89946
1447	20953.0992
1448	20945.5532
1449	20934.70251
1450	20927.59966
1451	20917.10733
1452	20911.94693
1453	20905.47387
1454	20899.29084
1455	20894.66568
1456	20889.02249
1457	20881.93052
1458	20875.86257
1459	20871.16223
1460	20866.50215
1461	20859.84602
1462	20853.17249
1463	20849.08161
1464	20841.85598
1465	20831.83758
1466	20825.65665
1467	20817.66476
1468	20810.4773
1469	20805.44027
1470	20797.29978
1471	20789.05933
1472	20781.26312
1473	20775.8353
1474	20768.38255
1475	20764.70171
1476	20755.16977
1477	20748.99914
1478	20738.42225
1479	20733.06922
1480	20728.35611
1481	20724.50574
1482	20717.45614
1483	20711.73831
1484	20703.45175
1485	20698.37164
1486	20691.3656
1487	20683.52247
1488	20676.25712
1489	20666.66284
1490	20661.99152
1491	20655.83221
1492	20648.92093
1493	20643.08678
1494	20635.25236
1495	20630.13096
1496	20622.16409
1497	20617.1583
1498	20609.43455
1499	20602.15563
1500	20597.69178
1501	20589.1493
1502	20582.69023
1503	20573.78142
1504	20568.03451
1505	20563.40086
1506	20555.16516
1507	20548.8485
1508	20539.941
1509	20532.74083
1510	20524.93436
1511	20520.32734
1512	20514.70151
1513	20509.0123
1514	20505.40256
1515	20497.9309
1516	20490.21434
1517	20485.8928
1518	20479.28699
1519	20473.37126
1520	20468.36813
1521	20462.96069
1522	20452.83417
1523	20445.50844
1524	20440.91355
1525	20434.42426
1526	20429.79824
1527	20420.63502
1528	20415.35654
1529	20409.50149
1530	20402.03357
1531	20394.38465
1532	20385.50555
1533	20378.88553
1534	20371.18069
1535	20364.28903
1536	20360.91279
1537	20355.58933
1538	20347.18982
1539	20341.76116
1540	20336.43146
1541	20331.40188
1542	20321.5441
1543	20316.016
1544	20303.36247
1545	20297.8331
1546	20290.72699
1547	20286.62534
1548	20280.87299
1549	20273.61328
1550	20266.01684
1551	20258.41473
1552	20252.6166
1553	20247.38217
1554	20240.46446
1555	20232.19047
1556	20225.85417
1557	20219.05832
1558	20212.46301
1559	20200.18846
1560	20195.64313
1561	20190.46605
1562	20182.33675
1563	20174.31256
1564	20169.8987
1565	20162.9361
1566	20157.59412
1567	20153.5079
1568	20145.64374
1569	20133.4187
1570	20127.69505
1571	20123.59864
1572	20115.18669
1573	20109.0688
1574	20103.93815
1575	20094.52599
1576	20084.93583
1577	20074.31268
1578	20068.49204
1579	20061.55049
1580	20054.6656
1581	20049.09588
1582	20038.66147
1583	20033.59815
1584	20028.47397
1585	20022.88774
1586	20013.94259
1587	20005.69246
1588	19999.59524
1589	19991.67519
1590	19985.18991
1591	19978.31285
1592	19974.60313
1593	19967.9165
1594	19961.93619
1595	19958.50278
1596	19949.79645
1597	19942.16857
1598	19937.70663
1599	19927.98482
1600	19920.67075
1601	19909.15177
1602	19900.39846
1603	19893.52553
1604	19883.95672
1605	19877.49324
1606	19870.6183
1607	19865.38695
1608	19859.61169
1609	19853.3878
1610	19847.50655
1611	19840.26388
1612	19833.92385
1613	19829.04162
1614	19823.89779
1615	19817.14337
1616	19810.63978
1617	19806.71724
1618	19801.04191
1619	19794.48898
1620	19787.68295
1621	19781.291
1622	19775.5174
1623	19771.21633
1624	19766.08333
1625	19757.81463
1626	19747.58247
1627	19743.08575
1628	19738.13763
1629	19734.1931
1630	19725.66302
1631	19719.15387
1632	19713.02211
1633	19705.24701
1634	19697.43914
1635	19695.53139
1636	19689.69031
1637	19684.34393
1638	19677.50638
1639	19671.19522
1640	19666.99292
1641	19660.84865
1642	19650.81169
1643	19645.40103
1644	19639.56893
1645	19630.78946
1646	19623.8914
1647	19616.42275
1648	19611.56456
1649	19606.36909
1650	19598.47262
1651	19592.56054
1652	19585.21766
1653	19579.17438
1654	19574.97162
1655	19570.2475
1656	19566.21331
1657	19559.85302
1658	19551.46804
1659	19545.93296
1660	19542.53682
1661	19536.60368
1662	19532.70059
1663	19528.38123
1664	19519.37001
1665	19512.6695
1666	19507.32228
